event_id,activity_id,activity_title,category,priority,frequency,start,end,duration_minutes,location,mode,assigned_provider,assigned_equipment,backup_for,details,metrics
activity_030_20260606T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-06T07:30:00,2026-06-06T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260606T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-06T18:30:00,2026-06-06T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260607T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-07T06:00:00,2026-06-07T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260607T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-07T06:30:00,2026-06-07T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260607T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-07T18:00:00,2026-06-07T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260608T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-08T06:00:00,2026-06-08T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260608T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-08T06:30:00,2026-06-08T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260608T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-08T18:00:00,2026-06-08T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260609T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-09T06:00:00,2026-06-09T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260609T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-09T07:30:00,2026-06-09T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_105_20260609T090000,activity_105,Primary Care Review - Check-In,Consultation,94,1 per month,2026-06-09T09:00:00,2026-06-09T09:45:00,45,clinic,in_person,Dr Miriam Tan,,,"Review symptoms, medication adherence, and recent health trends with the physician.","blood_pressure_reading, questions_answered"
activity_039_20260609T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-06-09T18:00:00,2026-06-09T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_037_20260609T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-09T18:30:00,2026-06-09T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_110_20260609T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-06-09T19:00:00,2026-06-09T19:30:00,30,home,in_person,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260610T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-10T06:00:00,2026-06-10T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260610T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-10T06:30:00,2026-06-10T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260610T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-10T18:00:00,2026-06-10T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260611T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-11T06:00:00,2026-06-11T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260611T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-11T07:30:00,2026-06-11T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_123_20260611T100000,activity_123,Dietitian Consultation - Hypertension Meal Plan,Consultation,92,2 per month,2026-06-11T10:00:00,2026-06-11T10:45:00,45,clinic,in_person,Chloe Ng,,,"Review sodium intake, meal timing, grocery habits, and adherence to a cardiometabolic-friendly meal plan.","sodium_target_met, meal_adherence_score, action_items_created"
activity_037_20260611T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-11T18:30:00,2026-06-11T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260612T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-12T06:00:00,2026-06-12T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260612T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-12T06:30:00,2026-06-12T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_039_20260612T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-06-12T18:00:00,2026-06-12T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260613T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-13T06:00:00,2026-06-13T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260613T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-13T07:30:00,2026-06-13T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260613T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-13T18:30:00,2026-06-13T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260614T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-14T06:00:00,2026-06-14T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260614T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-14T06:30:00,2026-06-14T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260614T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-14T18:00:00,2026-06-14T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260615T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-15T06:00:00,2026-06-15T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260615T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-15T06:30:00,2026-06-15T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260615T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-15T18:00:00,2026-06-15T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260616T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-16T06:00:00,2026-06-16T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260616T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-16T07:30:00,2026-06-16T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_039_20260616T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-06-16T18:00:00,2026-06-16T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_037_20260616T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-16T18:30:00,2026-06-16T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_110_20260616T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-06-16T19:00:00,2026-06-16T19:30:00,30,home,in_person,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260617T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-17T06:00:00,2026-06-17T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260617T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-17T06:30:00,2026-06-17T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260617T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-17T07:30:00,2026-06-17T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_081_20260617T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-17T18:00:00,2026-06-17T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260617T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-17T18:30:00,2026-06-17T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_039_20260619T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-06-19T18:00:00,2026-06-19T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_110_20260619T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-06-19T19:00:00,2026-06-19T19:30:00,30,remote,remote,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260623T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-23T06:00:00,2026-06-23T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260623T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-23T06:30:00,2026-06-23T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260623T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-23T07:30:00,2026-06-23T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_081_20260623T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-23T18:00:00,2026-06-23T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260623T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-23T18:30:00,2026-06-23T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_039_20260623T190000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-06-23T19:00:00,2026-06-23T19:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260624T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-24T06:00:00,2026-06-24T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260624T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-24T06:30:00,2026-06-24T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260624T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-24T18:00:00,2026-06-24T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260625T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-25T06:00:00,2026-06-25T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260625T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-25T07:30:00,2026-06-25T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_123_20260625T100000,activity_123,Dietitian Consultation - Hypertension Meal Plan,Consultation,92,2 per month,2026-06-25T10:00:00,2026-06-25T10:45:00,45,clinic,in_person,Chloe Ng,,,"Review sodium intake, meal timing, grocery habits, and adherence to a cardiometabolic-friendly meal plan.","sodium_target_met, meal_adherence_score, action_items_created"
activity_037_20260625T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-25T18:30:00,2026-06-25T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260626T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-26T06:00:00,2026-06-26T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260626T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-26T06:30:00,2026-06-26T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_039_20260626T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-06-26T18:00:00,2026-06-26T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260627T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-27T06:00:00,2026-06-27T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260627T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-27T07:30:00,2026-06-27T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260627T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-27T18:30:00,2026-06-27T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260628T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-28T06:00:00,2026-06-28T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260628T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-28T06:30:00,2026-06-28T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260628T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-28T18:00:00,2026-06-28T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260629T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-29T06:00:00,2026-06-29T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260629T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-29T06:30:00,2026-06-29T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260629T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-29T18:00:00,2026-06-29T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260630T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-30T06:00:00,2026-06-30T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260630T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-30T07:30:00,2026-06-30T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_039_20260630T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-06-30T18:00:00,2026-06-30T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_037_20260630T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-30T18:30:00,2026-06-30T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_110_20260630T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-06-30T19:00:00,2026-06-30T19:30:00,30,home,in_person,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
